TeamName,ObservationDate,RivalTeam,Attack,Midfield,Defence,TransferBudget,Defensive Style,DefensiveWidth,Depth,Offensive Style,Width,Players In Box,Corners,Free Kicks,Captain,Short Free Kick,Long Free Kick,Penalties,Left Corner,Right Corner,TeamRoster,LoanedPlayers
Elche CF,"April 25, 2022",Levante UD,75,74,73,1700000,Drop Back,50,50,Long Ball,50,3,3,3,Edgar Badia,Fidel,Fidel,Fidel,Fidel,Fidel,"['Edgar Badia', 'Helibelton Palacios', 'Enzo Roco', 'Diego González Polanco', 'Johan Mojica', 'Tete Morente', 'Omar Mascarell', 'Gumbau', 'Fidel', 'Pere Milla', 'Lucas Boyé', 'Iván Marcone', 'Josan', 'Lucas OlazaL', 'Gonzalo Verdú', 'Francisco Casilla CortésL', 'Ezequiel Ponce', 'Javier Pastore', 'Pablo Piatti', 'Raúl Guti', 'Barragán', 'Pedro Bigas Rigo', 'Guido Carrillo', 'Kike PérezL', 'John Donald', 'Alejandro Pérez Ruiz', 'Diego Bri', 'Lluis Andreu']","['Axel Werner', 'Josema']"
Eintracht Frankfurt,"April 11, 2022",1. FSV Mainz 05,76,76,78,25000000,Balanced,60,50,Balanced,60,5,3,3,Rode,Kostić,Kostić,Kostić,Kamada,Kostić,"['Kevin Trapp', 'Tuta', 'Martin Hinteregger', 'Evan Ndicka', 'Ansgar KnauffL', 'Djibril Sow', 'Sebastian Rode', 'Filip Kostić', 'Jesper Lindstrøm', 'Daichi Kamada', 'Rafael Santos Borré', 'Makoto Hasebe', 'Kristijan JakićL', 'Ajdin Hrustić', 'Danny Torgnascioli', 'Jens Grahl', 'Gonçalo Paciência', 'Jens Petter HaugeL', 'Christopher Lenz', 'Ragnar Ache', 'Erik Durm', 'Sam LammersL', 'Diant Ramaj', 'Almamy Touré', 'Stefan Ilsanker', 'Timmy Chandler', 'Aymen Barkok', 'Gianluca Schäfer', 'Jan Schröder']","['Dominik Kohr', 'Ali Akman', 'Igor Matanović', 'Fynn Otto', 'Elias Bördner', 'Martin Pečar']"
Venezia,"April 25, 2022",Hellas Verona,73,72,71,4000000,Balanced,60,50,Balanced,70,5,3,3,Ceccaroni,Aramu,Aramu,Johnsen,Busio,Aramu,"['Sergio Romero', 'Tyronne EbuehiL', 'Pietro Ceccaroni', 'Mattia CaldaraL', 'Ridgeciano Haps', 'Ethan AmpaduL', 'Gianluca Busio', 'Domen Nogueira Sousa', 'Mattia Aramu', 'Thomas Henry', 'Dennis Johnsen', 'Jean-Pierre NsameL', 'David OkerekeL', 'Nani', 'Cristian Molinaro', 'Luca Lezzerini', 'Sofian KiyineL', 'Dor Peretz', 'Michaël Cuisance', 'Niki Mäenpää', 'Luca Fiordilino', 'Tanner Tessmann', 'Michael Svoboda', 'Marco Modolo', 'Maximilian Ullmann', 'Aleš Matějů', 'Antonio Vacca', 'Damiano PecileL', 'Arnór Sigurðsson', 'Jack JinwooL', 'Bruno Bertinato']","['Pasquale Mazzocchi', 'Daan Heymans']"
1. FC Köln,"April 11, 2022",Borussia M'gladbach,75,75,73,12500000,Press After Possession Loss,50,60,Long Ball,70,6,3,3,Hector,Uth,Hector,Uth,Kainz,Kainz,"['Marvin Schwäbe', 'Benno Schmitz', 'Luca KilianL', 'Timo Hübers', 'Jonas Hector', 'Ellyes Skhiri', 'Salih Khaled.M', 'Dejan Ljubicic', 'Florian Kainz', 'Mark Uth', 'Anthony Modeste', 'Ondrej Duda', 'Louis Schaub', 'Kingsley Ehizibue', 'Julian ChabotL', 'Timo Horn', 'Sebastian Andersson', 'Kingsley Schindler', 'Marvin Obuz', 'Tomáš Ostrák', 'Tim Lemperle', 'Jannes Horn', 'Jan Thielmann', 'Jonas Urbig', 'Matthias Köbbing', 'Mathias Olesen', 'Niklas Hauptmann']","['Dimitris Limnios', 'Noah Katterbach', 'Leon Schneider']"
LOSC Lille,"April 11, 2022",RC Lens,79,76,76,15500000,Pressure On Heavy Touch,50,50,Balanced,70,6,3,3,José Fonte, Fabián, Fabián, Fabián,Renato Sanches,Renato Sanches,"['Léo Jardim', 'S. Leyton E. Lombardo', 'José Fonte', 'Sven Botman', 'Tiago Djaló', 'Renato Sanches', 'Benjamin André', 'Xeka', 'Jonathan Bamba', 'Jonathan David', 'Burak M. Fabián', 'Amadou Onana', 'Edon A.AlQahtani', 'Isaac Lihadji', 'Gabriel Gudmundsson', 'Ivo GrbićL', 'Timothy Weah', 'Angel Gomes', 'Domagoj Bradarić', 'Jérémy Pied', 'Saad Agouzoul', 'Adam Jakubech', 'Orestis Karnezis']","['Kouadio-Yves Dabila', 'Lucas Chevalier', 'Rocco Ascone']"
VfB Stuttgart,"April 11, 2022",SC Freiburg,74,74,73,20000000,Balanced,50,50,Balanced,70,6,3,3,Endo,Sosa,Sosa,Sosa,Sosa,Sosa,"['Florian Müller', 'Pascal Stenzel', 'Konstantinos MavropanosL', 'Waldemar Anton', 'Borna Sosa', 'Atakan Karazor', 'Wataru Endo', 'Chris Führich', 'Tiago TomásL', 'Saša Kalajdžić', 'Omar MarmoushL', 'Philipp Förster', 'Tanguy Coulibaly', 'Roberto Massimo', 'Hiroki Ito', 'Fabian Bredlow', 'Mateo Klimowicz', 'Orel Mangala', 'Enzo Millot', 'Naouirou Ahamada', 'Silas', 'Wahid Faghir', 'Lilian Egloff', 'Jordan Meyer', 'Clinton Mola', 'Nikolas Nartey', 'Mohamed Sankoh', 'Erik Thommy', 'Kalafat Beyaz', 'Daniel Didavi']","['Pablo Maffeo', 'Philipp Klement', 'Darko Churlinov', 'Maxime Awoudja', 'Antonis Aidonis', 'Momo Cissé', 'Alou Kuol']"
Stade Rennais,"April 21, 2022",FC Nantes,78,76,76,14000000,Balanced,50,50,Balanced,50,3,3,3,Traoré,Bourigeaud,Bourigeaud,Laborde,Bourigeaud,Bourigeaud,"['Alfred Gomis', 'Hamari Traoré', 'Warmed Omari', 'Nayef Aguerd', 'Birger Meling', 'Baptiste Santamaria', 'Lovro Majer', 'Flavien Tait', 'Benjamin Bourigeaud', 'Gaëtan Laborde', 'Martin Terrier', 'Jonas Martin', 'Lesley Ugochukwu', 'Adrien Truffert', 'Loïc Badé', 'Doğan Alemdar', 'Serhou Guirassy', 'Kamaldeen Sulemana', 'Lorenz Assignon', 'Romain Salin', 'Pépé Bonet', 'Jérémy Doku', 'Jérémy Gélin', 'Andy Diouf']","['James Léa Siliki', 'Wiedwald Gboho', 'Junior Kadile']"
OGC Nice,"April 25, 2022",AS Monaco,79,75,76,14500000,Press After Possession Loss,60,60,Possession,70,7,3,3,Dante,Gouiri,Gouiri,Gouiri,Gouiri,Gouiri,"['Walter Benítez', 'Jordan Lotomba', 'Jean-Clair Todibo', 'Dante', 'Melvin Bard', 'Hicham Boudaoui', 'Pablo Rosario', 'Khéphren Thuram', 'Justin Kluivert', 'Andy Delort', 'Amine Gouiri', 'Mario Lemina', 'Martinsson Ngouali Atal', 'Jordan AmaviL', 'Flavius Daniliuc', 'Marcin BułkaL', 'Kasper Dolberg', 'Calvin Stengs', 'Morgan Schneiderlin', 'Billal Brahimi', 'Evann Guessand', 'Teddy Boulhendi', 'Justin Smith', 'Alexis Claude-Maurice', 'Ihsan Sacko']","['Lucas Da Cunha', 'Andy Pelmard', 'Alexis Trouillet', 'Brahima Ouattara', ""Jean N'Guessan""]"
RC Strasbourg,"April 21, 2022",FC Metz,77,74,75,7500000,Balanced,40,70,Balanced,70,4,3,3,Liénard,Thomasson,Liénard,Ajorque,Guilbert,Prcić,"['Matz Sels', 'Frédéric GuilbertL', 'Alexander Djiku', 'Gerzino Nyamsi', 'Anthony Caci', 'Dimitri Liénard', 'Adrien Thomasson', 'Sanjin Prcić', 'Jean-Ricner Bellegarde', 'Kévin Gameiro', 'Ludovic Ajorque', 'Ibrahima Sissoko', 'Jean-Eudes AholouL', 'Lucas PerrinL', 'Karol Fila', 'Eiji Kawashima', 'Habib Diallo', 'Majeed Waris', 'Ismaël Doukouré', 'Moïse Sahi', 'Marvin Elimbi', 'Habib Diarra', 'Maxime Le Marchand']","['Bingourou Kamara', 'Lebo Mothiba', 'Mehdi Chahiri', 'Mahamé Siby', 'Marvin Senaya']"
Clermont Foot,"April 21, 2022",AS Saint-Étienne,72,71,72,4500000,Pressure On Heavy Touch,60,60,Possession,60,4,3,3,Ogier,Berthomier,Berthomier,Bayo,Berthomier,Berthomier,"['Ouparine Djoco', 'Akim J. Fleming', 'Cédric Hountondji', 'Florent Ogier', 'Vital Nsimba', 'Salis Abdul Samed', 'Johan Gastien', 'Lucas Da CunhaL', 'Elbasan Rashani', 'Jason Berthomier', 'Mohamed Bayo', 'Jim Allevinah', 'Rubert Magnin', 'Jean-Claude Billong', 'Alidu Seidu', 'Arthur Desmas', 'Pierre-Yves HamelL', 'Jodel Dossou', 'Arial Mendy', 'Grejohn Kyei', 'Josué Albert', 'Naël Jaby', 'Jérôme Phojo', 'Lucas Margueron']","['Till Cissokho', 'Julien Boyer']"
FC Metz,"April 11, 2022",AS Nancy,72,72,72,7000000,Balanced,50,60,Long Ball,50,5,3,3,Bronn,Maïga,Maïga,Niane,Delaine,Delaine,"['Marc-Aurèle Caillard', 'Thomas Delaine', 'Dylan Bronn', 'Boubakar Kouyaté', 'Fali Candé', 'Habib Maïga', 'Vincent Pajot', 'Ibrahim Amadou', 'Opa Nguette', 'Ibrahima Niane', 'Farid Boulaya', ""Kévin N'Doram"", 'Pape Matar SarrL', 'Jean-Armel Kana-Biyik', 'Alexandre Oukidja', 'Didier Lamkel ZéL', 'Louis Mafouta', 'Boubacar Traoré', 'Pape Ndiaga E.Doyle', 'Sikou NiakatéL', 'Amadou Mbengue', 'William Mikelbrencis', 'Lenny Lacroix', 'Lenny Joseph', 'Ousmane Ba', 'Fabien Centonze', 'Matthieu Udol', 'Manuel Cabit']","['Sofiane Alakouch', 'Amine Bassi', 'Lamine Gueye', 'Georges Mikautadze', 'R. Castro Maziz', 'Vagner', 'Cheikh Sabaly', 'Warren Tchimbembé', 'Ablie Jallow', 'Sami Lahssaini', 'Guillaume Dietsch', 'Mathieu Cachbach', 'Rayan Djedje']"
Tottenham Hotspur,"April 11, 2022",Arsenal,83,80,79,72500000,Drop Back,60,40,Balanced,50,4,3,3,Lloris,Kane,Son,Kane,Son,Son,"['Hugo Lloris', 'Matt Doherty', 'Cristian RomeroL', 'Eric Dier', 'Ben Davies', 'Reguilón', 'Pierre-Emile Højbjerg', 'Rodrigo Bentancur', 'Dejan Kulusevski', 'Harry Kane', 'Heung Min Son', 'Lucas Moura', 'Harry Winks', 'Oliver Skipp', 'Davinson Sánchez', 'Pierluigi GolliniL', 'Steven Bergwijn', 'Emerson Leite De Souza', 'Joe Rodon', 'Ryan Sessegnon', 'Dane Scarlett', 'Harvey White', 'Malachi Fagan-Walcott', 'Japhet Tanganga', 'Alfie Devine', 'Brandon Austin', ""J'Neil Bennett"", 'Marcel Lavinier', 'Brooklyn Lyons-Foster', 'Jeremie Mukendi', 'Joshua Oluwayemi', 'Jamie Bowden']","['Tanguy Ndombele', 'Giovani Lo Celso', 'Bryan Gil', 'Cameron Carter-Vickers', 'Pape Matar Sarr', 'Jack Clarke', 'Alfie Whiteman', 'Troy Parrott', 'Kion Etete', 'Nile John']"
Stade de Reims,"April 11, 2022",ESTAC Troyes,71,72,74,8500000,Drop Back,60,40,Balanced,70,3,3,3,Abdelhamid,Flips,Flips,Mbuku,Kebbal,Mbuku,"['Predrag Rajković', 'Maxime BusiL', 'Wout Faes', 'Marmolejo Abdelhamid', 'Ghislain Konan', 'Azor Matusiwa', 'Marshall Munetsi', 'Ilan Kebbal', 'Alexis Flips', 'Nathanaël Mbuku', 'Hugo Ekitike', 'Jens-Lys Cajuste', 'Thomas Foket', 'Andreaw Gravillon', 'Bradley Locko', 'Sahanek Diouf', 'Mitchell Kožulj', 'El Bilal Touré', 'Moreto Cassamá', 'Dion Lopy', 'Moussa Doumbia', 'Anastasios Donis', 'Valon Berisha', 'Fraser Hornby', 'Arbër Ever', 'Sambou Sissoko', 'Nicolas Penneteau']","['Rafik Guitane', 'Kaj Sierhuis', 'Dereck Kutesa', 'Thibault De Smet', 'Moustapha Mbow', 'Noa Cervantes']"
Sassuolo,"April 11, 2022",Bologna,77,75,71,13500000,Pressure On Heavy Touch,50,60,Balanced,60,5,3,3,Berardi,Berardi,Berardi,Berardi,Berardi,Berardi,"['Andrea Consigli', 'Mert Müldür', 'Vlad Chiricheș', 'Gian Marco Ferrari', 'Rogério', 'Davide Frattesi', 'Maxime Lopez', 'Domenico Berardi', 'Hamed Junior Traorè', 'Giacomo Raspadori', 'Gianluca Scamacca', 'Gregoire Defrel', 'Francesco Magnanelli', 'Kaan Ayhan', 'Jeremy Toljan', 'Gianluca Pegolo', 'Abdou HarrouiL', 'Giorgos Kyriakopoulos', 'Pedro Obiang', 'Federico Peluso', 'Giacomo Satalino', 'Nicolás Schiappacasse', 'Filippo Romagna', 'Filip Parodi', 'Emil CeïdeL']","['Francesco Caputo', 'Jérémie Boga', 'Martin Erlić', 'Riccardo Marchizza', 'Jens Odgaard', 'Mehdi Bourabia', 'Alessandro Russo']"
1. FC Köln,"April 25, 2022",Borussia M'gladbach,75,75,74,12500000,Press After Possession Loss,50,60,Long Ball,70,6,3,3,Hector,Uth,Hector,Uth,Kainz,Kainz,"['Marvin Schwäbe', 'Benno Schmitz', 'Luca KilianL', 'Timo Hübers', 'Jonas Hector', 'Ellyes Skhiri', 'Salih R. Sanchez', 'Dejan Ljubicic', 'Florian Kainz', 'Mark Uth', 'Anthony Modeste', 'Ondrej Duda', 'Louis Schaub', 'Kingsley Ehizibue', 'Julian ChabotL', 'Timo Horn', 'Sebastian Andersson', 'Kingsley Schindler', 'Jan Thielmann', 'Tim Lemperle', 'Jannes Horn', 'Tomáš Ostrák', 'Marvin Obuz', 'Mathias Olesen', 'Jonas Urbig', 'Matthias Köbbing', 'Niklas Hauptmann']","['Dimitris Limnios', 'Noah Katterbach', 'Leon Schneider']"
RB Leipzig,"April 21, 2022",Borussia Dortmund,82,80,79,50000000,Press After Possession Loss,50,80,Long Ball,30,6,3,3,Gulácsi,Nkunku,Angeliño,André Silva,Angeliño,Nkunku,"['Péter Gulácsi', 'Mohamed Simakan', 'Willi Orban', 'Joško Gvardiol', 'Nordi Mukiele', 'Konrad Laimer', 'Kevin Kampl', 'Angeliño', 'Dani Olmo', 'André Silva', 'Christopher Nkunku', 'Dominik Szoboszlai', 'Amadou Haidara', 'Lukas Klostermann', 'Benjamin Henrichs', 'Josep Martínez', 'Rafael Ratão Poulsen', 'Emil Forsberg', 'Tyler Adams', 'Ben Klefisch', 'Mehmet Ibrahimi', 'Philipp Tschauner', 'Marcel Halstenberg', 'Eric Uhlmann', 'David Lelle', 'Julius Pfennig']","['Hwang Hee Chan', 'Alexander Sørloth', 'Ademola Lookman', 'L.D. Kappel Mvogo', 'Ilaix Moriba', 'Brian Brobbey', 'Tom Krauß', 'Frederik Jäkel', 'Eric Martel', 'Tim Schreiber', 'Dennis Borkowski', 'Caden Clark']"
RB Leipzig,"April 25, 2022",Borussia Dortmund,82,80,79,50000000,Press After Possession Loss,50,80,Long Ball,30,6,3,3,Gulácsi,Nkunku,Angeliño,André Silva,Angeliño,Nkunku,"['Péter Gulácsi', 'Mohamed Simakan', 'Willi Orban', 'Joško Gvardiol', 'Nordi Mukiele', 'Konrad Laimer', 'Kevin Kampl', 'Angeliño', 'Dani Olmo', 'André Silva', 'Christopher Nkunku', 'Dominik Szoboszlai', 'Amadou Haidara', 'Lukas Klostermann', 'Benjamin Henrichs', 'Josep Martínez', 'Rafael Ratão Poulsen', 'Emil Forsberg', 'Tyler Adams', 'Ben Klefisch', 'Mehmet Ibrahimi', 'Philipp Tschauner', 'Marcel Halstenberg', 'Eric Uhlmann', 'David Lelle', 'Julius Pfennig']","['Hwang Hee Chan', 'Alexander Sørloth', 'Ademola Lookman', 'L.D. Kappel Mvogo', 'Ilaix Moriba', 'Brian Brobbey', 'Tom Krauß', 'Frederik Jäkel', 'Eric Martel', 'Tim Schreiber', 'Dennis Borkowski', 'Caden Clark']"
Wolverhampton Wanderers,"April 21, 2022",West Bromwich Albion,79,80,78,45000000,Balanced,60,50,Balanced,60,3,3,3,Coady,João Moutinho,João Moutinho,Jiménez,João Moutinho,João Moutinho,"['José Sá', 'Jonny', 'Max Kilman', 'Conor Coady', 'Romain Saïss', 'Marçal', 'Leander Dendoncker', 'João Moutinho', 'Daniel Podence', 'Raúl Jiménez', 'Hwang Hee ChanL', 'Pedro Neto', 'TrincãoL', 'Rayan Aït Nouri', 'John Ruddy', 'Fábio Silva', 'Willy Boly', 'Chiquinho', 'Ki-Jana Hoever', 'Rúben Neves', 'Nélson Semedo', 'Leal dos Anjos Mosquera', 'Chem Campbell', 'Luke Cundle', 'Conor Carty', 'Meritan Shabani', 'Hugo Bueno', 'Joe Hodge', 'Matija J. Corozo', 'Taylor Perry']","['Adama Traoré', 'Rúben Vinagre', 'Morgan Gibbs-White', 'Patrick Cutrone', 'Ryan Giles', 'Hayao Kawabe', 'Léo Bonatini', 'Connor Ronan', 'Dion Sanderson', 'Bendegúz Bolla', 'Renat Dadashov', 'Leonardo Campana']"
Bergamo Calcio,"April 25, 2022",Milan,82,79,79,20000000,Balanced,50,80,Balanced,60,5,3,3,Rafael Tolói,Malinovskyi,Freuler,Malinovskyi,Malinovskyi,Malinovskyi,"['Juan Musso', 'Rafael Tolói', 'Merih Demiral', 'Berat Djimsiti', 'Hans Hateboer', 'Marten Intriago', 'Remo Freuler', 'Davide M.Escobar', 'Ruslan Malinovskyi', 'Mario Pašalić', 'Duván Corie', 'Luis Muriel', 'Jérémie BogaL', 'Matteo Pessina', 'Joakim Mæhle', 'Marco Sportiello', 'Teun Koopmeiners', 'José Luis Palomino', 'Valentin MihăilăL', 'Alexey Miranchuk', 'Francesco Rossi', 'Giuseppe PezzellaL', 'Josip Iličić', 'Alassane Sidibe', 'Moustapha Cissé']","['Robin Gosens', 'Cristian Romero', 'Pierluigi Gollini', 'Matteo Lovato', 'Viktor Kovalenko', 'Sam Lammers', 'Boško Lavandeira', 'Arkadiusz Reca', 'Nicolas Haas', 'Roberto Piccoli', 'Ebrima Colley', 'Matteo Ruggeri', 'Rodrigo Guth', 'Nadir André António']"
Genoa,"April 25, 2022",Sampdoria,72,72,72,8500000,Balanced,50,50,Long Ball,60,3,3,3,Criscito,Rovella,Rovella,Criscito,Rovella,Rovella,"['Salvatore Sirigu', 'Silvan Hefti', 'Nikola Maksimović', 'Johan VásquezL', 'Domenico Criscito', 'Milan Badelj', 'Stefano Sturaro', 'Nicolò Rovella', 'Caleb Ekuban', 'Mattia Destro', 'Kelvin Hyuk Jin', 'Roberto PiccoliL', 'Rodrigo Ely Kallon', 'Edmonds Green VanheusdenL', 'Andrea Cambiaso', 'Adrian A. Pabón', 'Manolo Portanova', 'Leo DwomohL', 'HernaniL', 'Andrea Masiello', 'Filippo Melegoni', 'Riccardo Calafiori', 'Paolo Ghiglione', 'Mattia Bani', 'Rok Vodišek', 'Federico Marchetti', 'Nadiem AmiriL', 'Albert Guðmundsson', 'Morten Frendrup', 'Lennart Czyborra', 'Aleksander Buksa']","['Felipe Caicedo', 'Abdoulaye Touré', 'Davide Biraschi', 'Lukas Lerager', 'Kevin Agudelo', 'Paweł Jaroszyński']"
VfB Stuttgart,"May 2, 2022",SC Freiburg,74,74,73,20000000,Balanced,50,50,Balanced,70,6,3,3,Endo,Sosa,Sosa,Sosa,Sosa,Sosa,"['Florian Müller', 'Pascal Stenzel', 'Konstantinos MavropanosL', 'Waldemar Anton', 'Borna Sosa', 'Atakan Karazor', 'Wataru Endo', 'Chris Führich', 'Tiago TomásL', 'Saša Kalajdžić', 'Omar MarmoushL', 'Philipp Förster', 'Tanguy Coulibaly', 'Roberto Massimo', 'Hiroki Ito', 'Fabian Bredlow', 'Mateo Klimowicz', 'Orel Mangala', 'Enzo Millot', 'Naouirou Ahamada', 'Silas', 'Wahid Faghir', 'Lilian Egloff', 'Jordan Meyer', 'Clinton Mola', 'Nikolas Nartey', 'Mohamed Sankoh', 'Erik Thommy', 'Jaziel Beyaz', 'Daniel Didavi']","['Pablo Maffeo', 'Philipp Klement', 'Darko Churlinov', 'Maxime Awoudja', 'Antonis Aidonis', 'Momo Cissé', 'Alou Kuol']"
Bayer 04 Leverkusen,"April 25, 2022",1. FC Köln,81,79,77,39000000,Press After Possession Loss,50,70,Balanced,70,6,3,3,Hrádecký,Demirbay,Demirbay,Schick,Demirbay,Demirbay,"['Lukáš Hrádecký', 'Odilon Kossounou', 'Jonathan Tah', 'Edmond Tapsoba', 'Mitchel Bakker', 'Robert Andrich', 'Kerem Demirbay', 'Karim Bellarabi', 'Paulinho', 'Moussa Diaby', 'Patrik Schick', 'Charles Aránguiz', 'Exequiel Palacios', 'Piero Hincapié', 'Daley Sinkgraven', 'Andrey Lunev', 'Lucas Alario', 'Julian Baumgartlinger', 'Amine Adli', 'Timothy Fosu-Mensah', 'Florian Wirtz', 'Jeremie Frimpong', 'Niklas Lomb', 'Lennart Grill', 'Sadik Fofana']","['Nadiem Amiri', 'Joel Pohjanpalo', 'Mitchell Weiser', 'Ayman Azhil']"
AS Monaco,"April 25, 2022",OGC Nice,83,78,77,26000000,Pressure On Heavy Touch,50,50,Balanced,50,4,3,3, Yedder, Yedder, Yedder, Yedder,Golovin,Caio Henrique,"['Alexander NübelL', 'Ruben Aguilar', 'Axel Disasi', 'Benoît Badiashile', 'Caio Henrique', 'Opazo Fofana', 'Aurélien Tchouaméni', 'Alexandr Golovin', 'Kevin Volland', 'Wissam Ben Yedder', 'Gelson Martins', 'Jean Lucas', 'Guillermo Maripán', 'Djibril Sidibé', 'Radosław Majecki', 'Myron Boadu', 'Sofiane Diop', 'Ismail Jakobs', 'Eliot Matazo', 'Cesc Fàbregas', 'Chrislain Matsima', 'Vito Mannone', 'Harisson Marcelin', 'Krépin Diatta']","['Benjamin Lecomte', 'Jean-Eudes Aholou', 'Strahinja Pavlović', 'Willem Geubbels', 'Pietro Pellegri', 'Anthony Musaba', 'Arthur Kyei G']"
Aston Villa,"April 25, 2022",West Bromwich Albion,79,78,79,37500000,Balanced,50,60,Balanced,50,5,3,3,Mings,Digne,Douglas Luiz,Watkins,McGinn,Digne,"['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Lucas Digne', 'Douglas Luiz', 'John McGinn', 'Jacob Ramsey', 'CoutinhoL', 'Ollie Watkins', 'Danny Ings', 'Ashley D. Valdés', 'Morgan Sanson', 'Carney Chukwuemeka', 'Calum Chambers', 'Robin Olsen', 'Leon Bailey', 'Emiliano Buendía', 'Kortney Hause', 'Marvelous Nakamba', 'Bertrand Traoré', 'Ben Chrisene', 'Brad D. Valdés', ""Tommi O'Reilly"", 'Dominic Revan', 'Indiana Vassilev']","['Matt Targett', 'Frédéric Guilbert', 'Anwar El Ghazi', 'Trezeguet', 'Conor Hourihane', 'Jed Steer', 'Keinan Davis', 'Cameron Archer', 'Finn Azaz', 'Kaine Kesler Hayden', 'Louie Barry', 'Tyreik Wright', 'Aaron Ramsey']"
Granada CF,"April 25, 2022",Málaga CF,77,77,77,7500000,Drop Back,40,50,Long Ball,70,3,3,3,Víctor Díaz,Luis Milla,Luis Milla,Jorge Molina,Luis Milla,Luis Milla,"['Luís Maximiano', 'Quini', 'Víctor Díaz', 'Domingos Duarte', 'Germán', 'Barcos Eteki', 'Luis Milla', 'Jorge Molina', 'Luis Javier Suárez', 'Darwin Machís', 'Montoro', 'Puertas', 'Carlos Neva', 'Aarón', 'Carlos Bacca', 'Myrto Uzuni', 'Santiago AriasL', 'Maxime Gonalons', 'Dani Raba', 'Alberto Soro', 'Torrente', 'Neyder Lozano', 'YoungeunL', 'Pepe Sánchez', 'Isma Ruiz', 'João Costa', 'Cheikh Kane Sarr', 'Martín', 'Sergio Barcia']","['Luis Abram', 'Adrián Marín', 'Monchu', 'Antoñín', 'Ricard']"
ESTAC Troyes,"April 21, 2022",Stade de Reims,72,73,71,6000000,Balanced,40,50,Balanced,60,5,3,3,Rami,Tardieu,Tardieu,Tardieu,Tardieu,Tardieu,"['Gauthier Gallon', 'Ngando Salmier', 'Adil Rami', 'Erik Palmer-Brown', 'Abdu Conté', 'Mama Baldé', 'Rominigue Kouamé', 'Florian Tardieu', 'Xavier Chavalerin', 'Iké UgboL', 'Renaud Ripart', 'Dylan Chambost', 'Oualid El Hajjam', 'Giulian Biancone', 'Jessy Moulin', 'Ngando Touzghar', 'Lebo MothibaL', 'Tristan Dingomé', 'Opazo KonéL', 'Brandon Domingues', 'Suk Hyun Jun', 'Luka Ilić', 'Nassim Chadli', 'Metinho', 'Juan Jesus Larouci', 'Ryan Bouallak', 'Sébastien Rénot', 'Mamadou Camara', 'Benrandy Abdallah', 'Gerson RodriguesL', 'Karim Azamoum']","['Jimmy Giraudon', 'Rui Pires', 'Mykola Kukharevych', 'Mahamadou Dembélé']"
Stade Rennais,"April 11, 2022",FC Nantes,78,76,76,14000000,Balanced,50,50,Balanced,50,3,3,3,Traoré,Bourigeaud,Bourigeaud,Laborde,Bourigeaud,Bourigeaud,"['Alfred Gomis', 'Hamari Traoré', 'Warmed Omari', 'Nayef Aguerd', 'Birger Meling', 'Baptiste Santamaria', 'Lovro Majer', 'Flavien Tait', 'Benjamin Bourigeaud', 'Gaëtan Laborde', 'Martin Terrier', 'Jonas Martin', 'Lesley Ugochukwu', 'Adrien Truffert', 'Loïc Badé', 'Doğan Alemdar', 'Serhou Guirassy', 'Kamaldeen Sulemana', 'Lorenz Assignon', 'Romain Salin', 'Pépé Bonet', 'Jérémy Doku', 'Jérémy Gélin']","['James Léa Siliki', 'Oberhauser Gboho', 'Junior Kadile']"
Cádiz CF,"April 25, 2022",Málaga CF,77,75,73,2000000,Drop Back,40,40,Fast Build Up,80,5,3,3,Salvi Sánchez,A. Oviedo,A. Oviedo,A. Oviedo,A. Oviedo,A. Oviedo,"['Jeremías Conan Ledesma', 'Akapo', 'Víctor Chust GarcíaL', 'Alfonso Espino', 'Salvi Sánchez', 'A. Oviedo', 'Rubén AlcarazL', 'Oussama IdrissiL', 'Lucas Pérez', 'Negredo', 'Jens Jønsson', 'Federico San Emeterio DíazL', 'Fali', 'Iza Carcelén', 'David Gil', 'Anthony Lozano', 'Rubén Sobrino', 'Alberto Perea', 'Iván Alejo', 'Juan Cala', 'Florin AndoneL', 'Varazdat Haroyan', 'Tomás Alarcón', 'José Mari', 'Santiago Arzamendia', 'Chapela', 'Bastida', 'Carrasco', 'Juan Flere']","['Garrido', 'Ribera', 'Jorge Pombo', 'Mayoral', 'Del Pino Mago', 'Nano Mesa', 'Martín Calderón']"
Sampdoria,"April 25, 2022",Genoa,77,75,73,12000000,Balanced,50,60,Long Ball,50,6,3,3,Quagliarella,Candreva,Candreva,Caputo,Candreva,Candreva,"['Emil Audero', 'Bartosz Bereszyński', 'Maya R. Ramirez', 'Omar Colley', 'Tommaso Augello', 'Tomás Rincón', 'Antonio Candreva', 'Morten Thorsby', 'Stefano SensiL', 'Fabio Quagliarella', 'Francesco CaputoL', 'Albin Ekdal', 'Kristoffer Askildsen', 'Andrea Conti', 'Alex Ferrari', 'Wladimiro Falcone', 'Vladyslav SupriahaL', 'Sebastian Giovinco', 'Giangiacomo MagnaniL', 'Nicola Murru', 'Ronaldo Vieira', 'Mikkel Damsgaard', 'Manolo Gabbiadini', 'Nicola Ravaglia']","['Jeison Murillo', 'Gianluca Caprari', 'Valerio Verre', 'Fabio Depaoli', 'Federico Bonazzoli', 'Julian Chabot']"
